cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
15959300,"Ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-phenylpropanoyl]amino]-5-phenylpent-2-enoate","AG7088 analogue 4c|BDBM11257|ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methylisoxazole-3-carbonyl)amino]butanoyl]amino]-3-phenyl-propanoyl]amino]-5-phenyl-pent-2-enoate|ethyl (2E,4S)-4-[(2S)-2-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazol-3-yl)formamido]butanamido]-3-phenylpropanamido]-5-phenylpent-2-enoate",574.700,C32H38N4O6,140.000,913.000,NULL,42,3,7,15,DECFOJTYZGEZPC-RWBCRXJQSA-N,"ethyl (E,4S)-4-[[(2S)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]-3-phenylpropanoyl]amino]-5-phenylpent-2-enoate",NULL,256,1,NULL,20070308,10.1016/j.bmc.2005.05.065
20610262,"Prop-2-enyl N-[1-[3-(1-benzoylpyrrolidin-2-yl)-1,2-oxazol-5-yl]-3-oxobutan-2-yl]carbamate",NULL,411.500,C22H25N3O5,102.000,634.000,NULL,30,1,6,9,ITPMXDNBRNGCIV-UHFFFAOYSA-N,"prop-2-enyl N-[1-[3-(1-benzoylpyrrolidin-2-yl)-1,2-oxazol-5-yl]-3-oxobutan-2-yl]carbamate",NULL,1040,2,NULL,20071205,NULL
20835681,"Benzyl (E,4S,6S)-8-methyl-6-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]-5-oxo-4-[[(3R)-2-oxopyrrolidin-3-yl]methyl]non-2-enoate",NULL,665.800,C35H47N5O8,186.000,1170.000,NULL,48,4,9,18,GRDAMRKOASHNES-GJTDAQPWSA-N,"benzyl (E,4S,6S)-8-methyl-6-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]-5-oxo-4-[[(3R)-2-oxopyrrolidin-3-yl]methyl]non-2-enoate",NULL,,,NULL,20071205,NULL
20835682,"Benzyl (Z,4R)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoylamino]butanoyl]amino]pentanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,680.800,C35H48N6O8,198.000,1190.000,NULL,49,5,9,18,IDBWWEGDLCFCTD-CQQFGMHPSA-N,"benzyl (Z,4R)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoylamino]butanoyl]amino]pentanoyl]amino]-5-[(3R)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20071205,NULL
22977005,"Ethyl (E)-7-amino-4-[[2-[[4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,569.600,C29H39N5O7,183.000,919.000,NULL,41,4,8,17,PRJDINOEQYAYIT-WYMLVPIESA-N,"ethyl (E)-7-amino-4-[[2-[[4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20071205,NULL
22977012,"Ethyl (E)-7-amino-4-[[3-(4-fluorophenyl)-2-[methyl-[4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,601.700,C30H40FN5O7,174.000,986.000,NULL,43,3,9,17,SBFKUKHKIOGZJR-WYMLVPIESA-N,"ethyl (E)-7-amino-4-[[3-(4-fluorophenyl)-2-[methyl-[4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20071205,NULL
23559876,"Benzyl (E)-4-[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoylamino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,575.600,C30H33N5O7,160.000,1110.000,NULL,42,3,8,13,JCRZIFCWUXJHSS-VAWYXSNFSA-N,"benzyl (E)-4-[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]butanoylamino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20071206,NULL
23594721,"[3-(4-Fluorophenyl)-1-oxo-1-[[(E)-1-(2-oxopyrrolidin-3-yl)pent-3-en-2-yl]amino]propan-2-yl] 3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,542.600,C28H35FN4O6,140.000,891.000,NULL,39,3,8,13,UDOLSCZJDUOCTM-AATRIKPKSA-N,"[3-(4-fluorophenyl)-1-oxo-1-[[(E)-1-(2-oxopyrrolidin-3-yl)pent-3-en-2-yl]amino]propan-2-yl] 3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,,,NULL,20071212,NULL
23727975,"Benzyl (3S,4S)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]-3-sulfanylpentanoate",NULL,714.900,C35H50N6O8S,199.000,1180.000,NULL,50,6,10,19,NGZBPZVECYCGNM-AHSVMRCDSA-N,"benzyl (3S,4S)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]-3-sulfanylpentanoate",NULL,4,1,NULL,20080213,NULL
32045830,"Methyl (2S)-4-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]pentanoate","methyl (2S)-4-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]pentanoate",316.350,C17H20N2O4,81.400,407.000,NULL,23,1,5,7,FRVBHUCZUOZYFR-AWEZNQCLSA-N,"methyl (2S)-4-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]pentanoate",NULL,256,1,NULL,20090529,10.1134/S1070428019040079
32677150,"Benzyl 2-[(5-cyclopropyl-1,2-oxazol-3-yl)formamido]acetate","ZINC25368480|AKOS033915725|MCULE-8508027970|Z245322912|benzyl 2-[(5-cyclopropyl-1,2-oxazol-3-yl)formamido]acetate|1252444-32-8",300.310,C16H16N2O4,81.400,405.000,NULL,22,1,5,7,PCYMTVDPXZYAAI-UHFFFAOYSA-N,"benzyl 2-[(5-cyclopropyl-1,2-oxazole-3-carbonyl)amino]acetate",NULL,,,NULL,20090529,NULL
37258247,"Ethyl 4-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,302.320,C16H18N2O4,81.400,369.000,NULL,22,1,5,8,ZREYQFILLVYYOP-UHFFFAOYSA-N,"ethyl 4-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,,,NULL,20090529,NULL
42627499,"Benzyl (4R)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",2q6f,682.800,C35H50N6O8,198.000,1140.000,NULL,49,5,9,19,SWXGTZNJNNYPBX-RQTMNGPMSA-N,"benzyl (4R)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",NULL,32774,3,977610,20090702,10.1128/jvi.02114-07
44342479,"Ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-7-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxooctanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL327058|BDBM50084671|4-{2-(4-Fluoro-benzyl)-7-methyl-5-[(5-methyl-isoxazole-3-carbonyl)-amino]-4-oxo-octanoylamino}-5-(2-oxo-pyrrolidin-3-yl)-pent-2-enoic acid ethyl ester(AG7088),612.700,C32H41FN4O7,157.000,1030.000,NULL,44,3,9,17,QUVSUMVCSBNNNS-SZEOJMJRSA-N,"ethyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-7-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxooctanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20091119,NULL
44404017,"Ethyl (E,4S)-4-[[(5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL196253,598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-VNLPBREVSA-N,"ethyl (E,4S)-4-[[(5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,18,2,256078,20091119,10.1021/jm050548m
46398807,"Benzyl (4R)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pentanoate",NULL,682.800,C35H50N6O8,198.000,1140.000,NULL,49,5,9,19,SWXGTZNJNNYPBX-MHNXYZAVSA-N,"benzyl (4R)-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pentanoate",NULL,4,1,NULL,20100722,NULL
46398808,"Benzyl (4R)-5-[(2S,3S)-2-hydroxypyrrolidin-3-yl]-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]pentanoate",NULL,684.800,C35H52N6O8,201.000,1100.000,NULL,49,6,10,19,LHGYKGNIGNZJSJ-CLMLZYDKSA-N,"benzyl (4R)-5-[(2S,3S)-2-hydroxypyrrolidin-3-yl]-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]pentanoate",NULL,4,1,NULL,20100722,NULL
46936345,"Ethyl (4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate","ethyl (4S)-4-[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazol-3-yl)formamido]-4-oxoheptanamido]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",600.700,C31H41FN4O7,157.000,972.000,NULL,43,3,9,17,LMIUALQNZXJHOG-TYFYUWPDSA-N,"ethyl (4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",NULL,,,NULL,20101109,NULL
50984109,"Benzyl N-[1-(5-propan-2-yl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]carbamate",MCULE-7541916820|benzyl {1-[(5-isopropylisoxazol-3-yl)carbonyl]pyrrolidin-3-yl}carbamate,357.400,C19H23N3O4,84.700,493.000,NULL,26,1,5,6,PRUKLNWDRCXNLW-UHFFFAOYSA-N,"benzyl N-[1-(5-propan-2-yl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]carbamate",NULL,,,NULL,20110329,NULL
51092756,"Ethyl 4-{[(5-methyl-1,2-oxazol-3-yl)formamido]methyl}benzoate","ZINC56996615|AKOS029897051|MCULE-1577159184|Z814837336|ethyl 4-{[(5-methyl-1,2-oxazol-3-yl)formamido]methyl}benzoate|1252114-95-6",288.300,C15H16N2O4,81.400,367.000,NULL,21,1,5,6,NLVVCZOBMIZLPW-UHFFFAOYSA-N,"ethyl 4-[[(5-methyl-1,2-oxazole-3-carbonyl)amino]methyl]benzoate",NULL,,,NULL,20110503,NULL
51130907,"Methyl 4-methyl-2-{2-[(5-phenyl-1,2-oxazol-3-yl)formamido]acetamido}pentanoate","AKOS034763209|MCULE-2320415968|Z981803114|methyl 4-methyl-2-{2-[(5-phenyl-1,2-oxazol-3-yl)formamido]acetamido}pentanoate",373.400,C19H23N3O5,111.000,520.000,NULL,27,2,6,9,WRURTRJEMGQBQX-UHFFFAOYSA-N,"methyl 4-methyl-2-[[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]pentanoate",NULL,,,NULL,20110503,NULL
51166706,"Benzyl 2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]acetate",SCHEMBL18759229|AKOS008608274,274.270,C14H14N2O4,81.400,342.000,1.600,20,1,5,6,TXODVZSOPXMBHJ-UHFFFAOYSA-N,"benzyl 2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]acetate",NULL,1024,1,NULL,20110503,NULL
51257011,"Propan-2-yl 3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-3-phenylpropanoate",NULL,316.350,C17H20N2O4,81.400,407.000,NULL,23,1,5,7,WGIMPRKGMIQDRO-UHFFFAOYSA-N,"propan-2-yl 3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-3-phenylpropanoate",NULL,,,NULL,20110503,NULL
51266980,"Propan-2-yl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]propanoate",NULL,302.320,C16H18N2O4,81.400,380.000,NULL,22,1,5,7,ONYXBHBYRFWKGG-UHFFFAOYSA-N,"propan-2-yl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]propanoate",NULL,,,NULL,20110503,NULL
51270462,"Methyl 4-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]pentanoate",NULL,316.350,C17H20N2O4,81.400,407.000,NULL,23,1,5,7,FRVBHUCZUOZYFR-UHFFFAOYSA-N,"methyl 4-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]pentanoate",NULL,,,NULL,20110503,NULL
52515104,"Methyl (2S)-4-methyl-2-[[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]pentanoate",ZINC58228286,373.400,C19H23N3O5,111.000,520.000,NULL,27,2,6,9,WRURTRJEMGQBQX-HNNXBMFYSA-N,"methyl (2S)-4-methyl-2-[[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]pentanoate",NULL,,,NULL,20110520,NULL
52515106,"Methyl (2R)-4-methyl-2-[[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]pentanoate",ZINC58228289,373.400,C19H23N3O5,111.000,520.000,NULL,27,2,6,9,WRURTRJEMGQBQX-OAHLLOKOSA-N,"methyl (2R)-4-methyl-2-[[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]pentanoate",NULL,,,NULL,20110520,NULL
53831067,"Ethyl (4S)-7-amino-4-[[(2S)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,583.700,C30H41N5O7,174.000,950.000,NULL,42,3,8,17,GCMBSRPWEFZQKW-HVCNVCAESA-N,"ethyl (4S)-7-amino-4-[[(2S)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]-3-phenylpropanoyl]amino]-7-oxohept-2-enoate",NULL,1040,2,NULL,20111204,NULL
54296624,"Ethyl (4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,601.700,C30H40FN5O7,174.000,986.000,NULL,43,3,9,17,SBFKUKHKIOGZJR-HVCNVCAESA-N,"ethyl (4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[methyl-[(2S)-4-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]pentanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,1040,2,NULL,20111204,NULL
56292104,"N-[2-(3-Butoxypropylamino)-2-oxoethyl]-5-phenyl-1,2-oxazole-3-carboxamide",AKOS007633834,359.400,C19H25N3O4,93.500,427.000,NULL,26,2,5,11,RMSBGAXVXOYLGJ-UHFFFAOYSA-N,"N-[2-(3-butoxypropylamino)-2-oxoethyl]-5-phenyl-1,2-oxazole-3-carboxamide",NULL,,,NULL,20120125,NULL
56296815,"N-[2-[Ethyl(oxolan-3-ylmethyl)amino]-2-oxoethyl]-5-phenyl-1,2-oxazole-3-carboxamide",AKOS007638551,357.400,C19H23N3O4,84.700,481.000,NULL,26,1,5,7,KTMRHNSLXZEEQR-UHFFFAOYSA-N,"N-[2-[ethyl(oxolan-3-ylmethyl)amino]-2-oxoethyl]-5-phenyl-1,2-oxazole-3-carboxamide",NULL,,,NULL,20120125,NULL
56394366,"Ethyl 1-[2-[methyl-[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]acetyl]piperidine-4-carboxylate",AKOS007736323,456.500,C23H28N4O6,122.000,703.000,NULL,33,1,7,9,OBDZMCUFULUSKT-UHFFFAOYSA-N,"ethyl 1-[2-[methyl-[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]acetyl]amino]acetyl]piperidine-4-carboxylate",NULL,,,NULL,20120125,NULL
58593544,"[(2S)-3-(4-Fluorophenyl)-1-oxo-1-[[(E,2S)-1-[(3S)-2-oxopyrrolidin-3-yl]pent-3-en-2-yl]amino]propan-2-yl] (2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,542.600,C28H35FN4O6,140.000,891.000,NULL,39,3,8,13,UDOLSCZJDUOCTM-QWYGZAHKSA-N,"[(2S)-3-(4-fluorophenyl)-1-oxo-1-[[(E,2S)-1-[(3S)-2-oxopyrrolidin-3-yl]pent-3-en-2-yl]amino]propan-2-yl] (2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,1040,2,NULL,20120819,NULL
59016365,"Ethyl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",SCHEMBL8040325,599.600,C30H38FN5O7,169.000,1020.000,NULL,43,4,9,15,JSJRYDPMCHPLOL-PXNACGBOSA-N,"ethyl (E,4S)-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20120819,NULL
59038108,"N-[1-[(2S)-1-[[(2S,3E)-1-[(3S)-1-Deuterio-2-oxopyrrolidin-3-yl]-3-(2-oxooxolan-3-ylidene)propan-2-yl]amino]-3-(4-fluorophenyl)-1-oxopropan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,592.600,C30H30FN5O7,160.000,1210.000,NULL,43,3,9,10,SYRRIXCEQDEKDO-IVYFYJDCSA-N,"N-[1-[(2S)-1-[[(2S,3E)-1-[(3S)-1-deuterio-2-oxopyrrolidin-3-yl]-3-(2-oxooxolan-3-ylidene)propan-2-yl]amino]-3-(4-fluorophenyl)-1-oxopropan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20120819,NULL
59038148,"N-[1-[(2S)-3-(4-Fluorophenyl)-1-oxo-1-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]propan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,591.600,C30H30FN5O7,160.000,1210.000,NULL,43,3,9,10,SYRRIXCEQDEKDO-SDZDJANQSA-N,"N-[1-[(2S)-3-(4-fluorophenyl)-1-oxo-1-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]propan-2-yl]-2-oxopyridin-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,1040,2,NULL,20120819,NULL
59217745,"Benzyl (2S)-2-[[(2S)-3-methoxy-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]propanoate",SCHEMBL8137231,389.400,C19H23N3O6,120.000,538.000,NULL,28,2,7,10,JOGOREIQRMCLII-BBRMVZONSA-N,"benzyl (2S)-2-[[(2S)-3-methoxy-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]propanoate",NULL,1040,2,NULL,20120820,NULL
60309979,"Benzyl (2S)-4-methyl-2-[(3-methyl-1,2-oxazole-5-carbonyl)amino]pentanoate",AKOS008259374,330.400,C18H22N2O4,81.400,421.000,NULL,24,1,5,8,ZRTQCBHMWFCCPL-HNNXBMFYSA-N,"benzyl (2S)-4-methyl-2-[(3-methyl-1,2-oxazole-5-carbonyl)amino]pentanoate",NULL,,,NULL,20121018,NULL
60349670,"Methyl (2S)-3-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]butanoate",AKOS008311876,302.320,C16H18N2O4,81.400,394.000,NULL,22,1,5,6,KVPVPPHMMIMILJ-AWEZNQCLSA-N,"methyl (2S)-3-methyl-2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,,,NULL,20121018,NULL
60590341,"Ethyl 3-[(5-cyclopropyl-1,2-oxazole-3-carbonyl)amino]-3-phenylpropanoate",AKOS008855854,328.400,C18H20N2O4,81.400,446.000,NULL,24,1,5,8,HIKYTKDAWZCDSR-UHFFFAOYSA-N,"ethyl 3-[(5-cyclopropyl-1,2-oxazole-3-carbonyl)amino]-3-phenylpropanoate",NULL,,,NULL,20121018,NULL
61342950,"Ethyl 2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]propanoate",AKOS010598354,288.300,C15H16N2O4,81.400,369.000,NULL,21,1,5,6,QDOZEBNEIRQRDN-UHFFFAOYSA-N,"ethyl 2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]propanoate",NULL,,,NULL,20121019,NULL
61809103,"Ethyl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]propanoate",SCHEMBL17079168|AKOS011082075,288.300,C15H16N2O4,81.400,356.000,NULL,21,1,5,7,MBEWFXFQQGHFJV-UHFFFAOYSA-N,"ethyl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]propanoate",NULL,1040,2,NULL,20121022,NULL
68012547,"Ethyl (E,4S)-4-[[(2S,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",SCHEMBL10030127,598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-XNCGWURQSA-N,"ethyl (E,4S)-4-[[(2S,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20121130,NULL
69866278,"Ethyl 4-[[2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate","223537-30-2|(S,E)-ethyl 4-((2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-(5-methylisoxazole-3-carboxamido)-4-oxoheptanamido)-5-((S)-2-oxopyrrolidin-3-yl)pent-2-enoate|CTK8E8072|KS-00001844",598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-UHFFFAOYSA-N,"ethyl 4-[[2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1040,2,NULL,20121201,NULL
70316404,"Ethyl (E)-4-[[(2S)-3-(4-fluorophenyl)-2-[[3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",SCHEMBL8243335,599.600,C30H38FN5O7,169.000,1020.000,NULL,43,4,9,15,JSJRYDPMCHPLOL-JZKWFUCHSA-N,"ethyl (E)-4-[[(2S)-3-(4-fluorophenyl)-2-[[3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,1024,1,NULL,20121201,NULL
71752144,"Ethyl (E,4S)-4-[[(2R,5S)-5-[[4-deuterio-5-(trideuteriomethyl)-1,2-oxazole-3-carbonyl]amino]-2-[(4-fluorophenyl)methyl]-6-methyl-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate","Rupintrivir-d4|AG 7088-d4|(2E,4S)-4-[[(2R,5S)-2-[(4-Fluorophenyl)methyl]-6-methyl-5-[[(5-methyl-3-isoxazolyl-d4)carbonyl]amino]-1,4-dioxoheptyl]amino]-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoic Acid",602.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-FMUMRBLNSA-N,"ethyl (E,4S)-4-[[(2R,5S)-5-[[4-deuterio-5-(trideuteriomethyl)-1,2-oxazole-3-carbonyl]amino]-2-[(4-fluorophenyl)methyl]-6-methyl-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20131101,NULL
