cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
126678768,"Ethyl 5-[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]ethyl]-1,2-oxazole-3-carboxylate",SCHEMBL18619872,355.300,C18H17N3O5,108.000,483.000,NULL,26,1,7,8,JJZFTZSNEMBTFR-UHFFFAOYSA-N,"ethyl 5-[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]ethyl]-1,2-oxazole-3-carboxylate",NULL,1040,2,NULL,20170422,NULL
127049008,"Ethyl (E,4S)-4-[[(2S,3R)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-3-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3815126,607.700,C32H41N5O7,160.000,1080.000,NULL,44,3,8,13,RDIZZIQRWFVOSX-SCALXIMVSA-N,"ethyl (E,4S)-4-[[(2S,3R)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-3-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1306394,1306395,1306396,1306397,1306398,1306399,1306400,1306401,1306402,1306406",20170606,10.1016/j.bmcl.2016.05.066
127049009,"Ethyl (E,4S)-4-[[(2S,5S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-5-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3813781,607.700,C32H41N5O7,160.000,1080.000,NULL,44,3,8,13,SRAVKBAIVXTBKH-HMFOHWCYSA-N,"ethyl (E,4S)-4-[[(2S,5S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-5-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1306394,1306395,1306396",20170606,10.1016/j.bmcl.2016.05.066
127049319,"Ethyl (E,4S)-4-[[(2S,4R)-4-benzyl-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]pyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3813740,621.700,C33H43N5O7,160.000,1090.000,NULL,45,3,8,14,KFHXWTPLVGYQTM-NBLOEBRGSA-N,"ethyl (E,4S)-4-[[(2S,4R)-4-benzyl-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]pyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1306394,1306395,1306396",20170606,10.1016/j.bmcl.2016.05.066
127050863,"Ethyl (E,4S)-4-[[(2S,4S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-4-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3813976,607.700,C32H41N5O7,160.000,1080.000,NULL,44,3,8,13,VCJQXVXLWGUJTC-UTCKAQIRSA-N,"ethyl (E,4S)-4-[[(2S,4S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-4-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1306394,1306395,1306396,1306397,1306398,1306399,1306400,1306401,1306402,1306406",20170606,10.1016/j.bmcl.2016.05.066
127051807,"Benzyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3813895,660.700,C36H41FN4O7,157.000,1140.000,NULL,48,3,9,17,AVCVLOCVVOAUFD-ZDUBGRISSA-N,"benzyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1305678,1305679",20170606,10.1016/j.bmcl.2016.05.036
127051808,"Cyclobutyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3814341,624.700,C33H41FN4O7,157.000,1090.000,NULL,45,3,9,16,PVSLITXZVHPSDM-LZIMUIKUSA-N,"cyclobutyl (E,4S)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1305678,1305679",20170606,10.1016/j.bmcl.2016.05.036
127051809,"N-[(3S,6R)-6-[(4-Fluorophenyl)methyl]-2-methyl-7-[[(1E,2S)-1-(5-methyl-2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]-4,7-dioxoheptan-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",CHEMBL3814409,610.700,C32H39FN4O7,157.000,1110.000,NULL,44,3,9,13,LOCODPBHTOJRKZ-PRYZRLKKSA-N,"N-[(3S,6R)-6-[(4-fluorophenyl)methyl]-2-methyl-7-[[(1E,2S)-1-(5-methyl-2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]-4,7-dioxoheptan-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,98306,3,"1305678,1305679",20170606,10.1016/j.bmcl.2016.05.036
127053015,"Ethyl (E,4S)-4-[[(2S,3S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-3-phenylazetidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL3814175,593.700,C31H39N5O7,160.000,1060.000,NULL,43,3,8,13,VDGWYLZESNRWPH-IBMNWZPWSA-N,"ethyl (E,4S)-4-[[(2S,3S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-3-phenylazetidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,98306,3,"1306394,1306395,1306396,1306397,1306398,1306399,1306400,1306401,1306402,1306406",20170606,10.1016/j.bmcl.2016.05.066
129002154,"N-[[(2S,3R)-2-Phenyloxolan-3-yl]methyl]-5-propan-2-yl-1,2-oxazole-3-carboxamide",ZINC328616040,314.400,C18H22N2O3,64.400,396.000,NULL,23,1,4,5,ZSMYUMHIEQEBOV-RHSMWYFYSA-N,"N-[[(2S,3R)-2-phenyloxolan-3-yl]methyl]-5-propan-2-yl-1,2-oxazole-3-carboxamide",NULL,,,NULL,20170619,NULL
129047943,"Benzyl (2S)-4-(tert-butylamino)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxobutanoate",SCHEMBL18759230,387.400,C20H25N3O5,111.000,555.000,NULL,28,2,6,9,MGQSPUIHGRMTBW-INIZCTEOSA-N,"benzyl (2S)-4-(tert-butylamino)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxobutanoate",NULL,1024,1,NULL,20170804,NULL
129900301,"Benzyl (2S,3R)-3-[(1S)-1-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]thiiran-1-ium-2-carboxylate",NULL,713.900,C35H49N6O8S+,237.000,1230.000,NULL,50,6,9,18,RMNWRJVKNDJKNV-YEWJDDQFSA-O,"benzyl (2S,3R)-3-[(1S)-1-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]thiiran-1-ium-2-carboxylate",NULL,4,1,NULL,20170930,NULL
129900302,"Benzyl (2S,3R)-3-[(1S)-1-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]thiirane-2-carboxylate",NULL,712.900,C35H48N6O8S,223.000,1230.000,NULL,50,5,10,18,RMNWRJVKNDJKNV-YEWJDDQFSA-N,"benzyl (2S,3R)-3-[(1S)-1-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]thiirane-2-carboxylate",NULL,,,NULL,20170930,NULL
132031336,"Methyl 3-methyl-2-[[5-(phenylmethoxymethyl)-1,2-oxazole-3-carbonyl]amino]butanoate",SCHEMBL19487751,346.400,C18H22N2O5,90.700,437.000,NULL,25,1,6,9,TYTHZJRBFQRCAA-UHFFFAOYSA-N,"methyl 3-methyl-2-[[5-(phenylmethoxymethyl)-1,2-oxazole-3-carbonyl]amino]butanoate",NULL,1040,2,NULL,20180129,NULL
133878837,"Methyl 6-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]hexanoate",NULL,316.350,C17H20N2O4,81.400,383.000,NULL,23,1,5,9,LKWZGEDGYJZGSD-UHFFFAOYSA-N,"methyl 6-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]hexanoate",NULL,,,NULL,20180525,NULL
134041500,"Methyl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,288.300,C15H16N2O4,81.400,369.000,NULL,21,1,5,6,YSIWHVUPKWOQMA-UHFFFAOYSA-N,"methyl 3-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]butanoate",NULL,,,NULL,20180525,NULL
134693066,"Ethyl (E)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate","BCP28825|223537-30-2|(2E,4S)-4-[[(2R,5S)-2-[(4-Fluorophenyl)methyl]-6-methyl-5-[[(5-methyl-3-isoxazolyl)carbonyl]amino]-1,4-dioxoheptyl]amino]-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoic a",598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-HEMPBFCESA-N,"ethyl (E)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20180809,NULL
135348871,"Ethyl 5-(3-benzamidopropyl)-1,2-oxazole-3-carboxylate",SCHEMBL20524126,302.320,C16H18N2O4,81.400,369.000,NULL,22,1,5,8,YYQJMVIVPIYEHG-UHFFFAOYSA-N,"ethyl 5-(3-benzamidopropyl)-1,2-oxazole-3-carboxylate",NULL,1024,1,NULL,20181215,NULL
137348504,"Ethyl (4R)-4-[[(2S,4S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-4-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate","N-(5-methyl-1,2-oxazole-3-carbonyl)-L-valyl-(4S)-N-{(2R)-5-ethoxy-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]pentan-2-yl}-4-phenyl-L-prolinamide",609.700,C32H43N5O7,160.000,1030.000,NULL,44,3,8,14,VXYKULSXGSKGQQ-OSKYGDQXSA-N,"ethyl (4R)-4-[[(2S,4S)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-4-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",NULL,4,1,NULL,20190312,NULL
137349527,"Ethyl (4R)-4-[[(2S,3R)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-3-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate","N-(5-methyl-1,2-oxazole-3-carbonyl)-L-valyl-(3R)-N-{(2R)-5-ethoxy-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]pentan-2-yl}-3-phenyl-L-prolinamide",609.700,C32H43N5O7,160.000,1030.000,NULL,44,3,8,14,CVLPPZUDRJEOCI-RTOJZCGHSA-N,"ethyl (4R)-4-[[(2S,3R)-1-[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]-3-phenylpyrrolidine-2-carbonyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pentanoate",NULL,4,1,NULL,20190312,NULL
137652659,"Ethyl (E)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",CHEMBL4095387,598.700,C31H39FN4O7,157.000,1010.000,NULL,43,3,9,16,CAYJBRBGZBCZKO-UYNHSHTQSA-N,"ethyl (E)-4-[[(2R,5S)-2-[(4-fluorophenyl)methyl]-6-methyl-5-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-4-oxoheptanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20190408,NULL
140818698,NULL,NULL,374.400,C19H22N2O6,99.900,483.000,NULL,27,1,7,10,CDASQXPRFVVNSF-UHFFFAOYSA-N,"2-phenylmethoxyethyl 3-(oxolan-3-ylmethylcarbamoyl)-1,2-oxazole-5-carboxylate",NULL,,,NULL,20191206,NULL
140818704,NULL,NULL,330.400,C18H22N2O4,73.600,387.000,NULL,24,1,5,8,AQKULHCBJIDYGZ-UHFFFAOYSA-N,"N-(oxolan-3-ylmethyl)-5-(2-phenylmethoxyethyl)-1,2-oxazole-3-carboxamide",NULL,,,NULL,20191206,NULL
141970631,NULL,NULL,599.600,C30H38FN5O7,160.000,1040.000,NULL,43,3,9,14,GHRSIOMZSHMYKS-HKNAYNCUSA-N,"ethyl (E)-4-(5-fluoro-2-methyl-N-[2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]acetyl]anilino)-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20191206,NULL
141970667,NULL,NULL,608.700,C32H37FN4O7,157.000,1130.000,NULL,44,3,9,13,LCVUJCPXFVOQQK-OJPRGMFISA-N,"N-[(E,3S)-8-(4-fluorophenyl)-2-methyl-4-oxo-6-[[(1E,2S)-1-(2-oxooxolan-3-ylidene)-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]carbamoyl]oct-7-en-3-yl]-5-methyl-1,2-oxazole-3-carboxamide",NULL,,,NULL,20191206,NULL
142066935,NULL,NULL,577.600,C30H35N5O7,160.000,1070.000,NULL,42,3,8,12,YRDBRDABNZKUGX-RRABGKBLSA-N,"benzyl (E)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;ethane",NULL,,,NULL,20191206,NULL
142066936,NULL,NULL,547.600,C28H29N5O7,160.000,1070.000,NULL,40,3,8,12,PWHIIUXVOBFFHT-MDZDMXLPSA-N,"benzyl (E)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20191206,NULL
142066941,NULL,NULL,653.700,C34H44FN5O7,160.000,1070.000,NULL,47,3,9,8,CQZJYEDXIDBABZ-AKHNGERGSA-N,"ethane;1-fluoro-4-methylbenzene;5-methyl-N-[2-oxo-1-[2-oxo-2-[[(1E)-1-(2-oxooxolan-3-ylidene)-3-(2-oxopyrrolidin-3-yl)propan-2-yl]amino]ethyl]pyridin-3-yl]-1,2-oxazole-3-carboxamide",NULL,,,NULL,20191206,NULL
142066954,NULL,NULL,639.600,C32H35F2N5O7,160.000,1110.000,NULL,46,3,10,11,GEJPHAMUPXURMF-ZXNYFROPSA-N,"cyclobutyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;1,2-difluoro-4-methylbenzene",NULL,,,NULL,20191206,NULL
142066960,NULL,NULL,577.600,C30H35N5O7,160.000,1070.000,NULL,42,3,8,12,YRDBRDABNZKUGX-AZMYENMHSA-N,"benzyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate;ethane",NULL,,,NULL,20191206,NULL
142066961,NULL,NULL,547.600,C28H29N5O7,160.000,1070.000,NULL,40,3,8,12,PWHIIUXVOBFFHT-XNZYIBKVSA-N,"benzyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20191206,NULL
142066972,NULL,NULL,581.600,C29H32FN5O7,160.000,991.000,NULL,42,3,9,10,MPRPAXYVYPQKQH-XKAICDOQSA-N,"1-fluoro-4-methylbenzene;methyl (Z,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20191206,NULL
142066988,NULL,NULL,653.700,C33H37F2N5O7,160.000,1130.000,NULL,47,3,10,11,SEZYTCIFOLEINF-YRSSIUHPSA-N,"cyclopentyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;1,2-difluoro-4-methylbenzene",NULL,,,NULL,20191206,NULL
142066993,NULL,NULL,681.700,C35H41F2N5O7,160.000,1160.000,NULL,49,3,10,11,CZYNWPLZLIHBNG-YSBIWDJTSA-N,"cycloheptyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;1,2-difluoro-4-methylbenzene",NULL,,,NULL,20191206,NULL
142066995,NULL,NULL,667.700,C34H39F2N5O7,160.000,1140.000,NULL,48,3,10,11,WAYYTSDQYOWNOL-IERHRMSMSA-N,"cyclohexyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate;1,2-difluoro-4-methylbenzene",NULL,,,NULL,20191206,NULL
142067001,NULL,NULL,587.600,C31H33N5O7,160.000,1090.000,NULL,43,3,8,12,ZDWGFUFTNQKCRS-FVRIWXDQSA-N,"benzyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;prop-1-yne",NULL,,,NULL,20191206,NULL
142067002,NULL,NULL,547.600,C28H29N5O7,160.000,1070.000,NULL,40,3,8,12,PWHIIUXVOBFFHT-NMYXLMRTSA-N,"benzyl (E,4S)-4-[[2-[3-[(5-methyl-1,2-oxazole-3-carbonyl)amino]-2-oxopyridin-1-yl]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20191206,NULL
142067009,NULL,NULL,593.600,C30H32FN5O7,160.000,1070.000,NULL,43,3,9,8,JIMBBGGDZZWCGN-KRWCAOSLSA-N,"1-fluoro-4-methylbenzene;5-methyl-N-[2-oxo-1-[2-oxo-2-[[(1E)-1-(2-oxooxolan-3-ylidene)-3-(2-oxopyrrolidin-3-yl)propan-2-yl]amino]ethyl]pyridin-3-yl]-1,2-oxazole-3-carboxamide",NULL,,,NULL,20191206,NULL
142696594,NULL,NULL,635.700,C33H38FN5O7,183.000,1060.000,NULL,46,4,9,17,UANXZIIUBBFVCE-LKCJYELMSA-N,"benzyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20191207,NULL
142696597,NULL,NULL,649.700,C34H40FN5O7,183.000,1080.000,NULL,47,4,9,18,FZICOKPELKXHEJ-NKSFFPPUSA-N,"2-phenylethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20191207,NULL
142696601,NULL,NULL,711.800,C39H42FN5O7,183.000,1200.000,NULL,52,4,9,18,GBAGXGAUEHIIBH-VCWJAJODSA-N,"benzhydryl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20191207,NULL
142696602,NULL,NULL,667.700,C34H39F2N5O7,183.000,1110.000,NULL,48,4,10,18,GFNMPTCKYNNGPV-NOOBJPGTSA-N,"2-(4-fluorophenyl)ethyl (E,4S)-7-amino-4-[[(2S)-3-(4-fluorophenyl)-2-[[(2S)-3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]propanoyl]amino]-7-oxohept-2-enoate",NULL,,,NULL,20191207,NULL
143215513,NULL,NULL,694.800,C36H50N6O8,198.000,1230.000,NULL,50,5,9,18,WIMJGJGBYQOKGM-LZANOUKQSA-N,"benzyl (E,4S)-4-[[(2S)-2-[[(2R)-2,3-dimethyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]-4-methylpentanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20191207,NULL
143215522,NULL,NULL,680.800,C35H48N6O8,198.000,1190.000,NULL,49,5,9,18,IDBWWEGDLCFCTD-LHDHWOGPSA-N,"benzyl (E,4S)-4-[[4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",NULL,,,NULL,20191207,NULL
143215525,NULL,NULL,569.600,C29H39N5O7,169.000,832.000,NULL,41,4,8,13,QEULJVRSNXYIBM-UHDJGPCESA-N,"benzene;ethyl (E)-4-[[2-[[3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate",NULL,,,NULL,20191207,NULL
143215532,NULL,NULL,728.900,C38H60N6O8,198.000,934.000,NULL,52,5,9,16,FCMAUYHXZQFXTL-BILRHTGOSA-N,"benzyl (E)-4-[[2-[(2-formamidoacetyl)amino]-4-methylpentanoyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;ethane;5-methyl-N-propan-2-yl-1,2-oxazole-3-carboxamide;propane",NULL,,,NULL,20191207,NULL
143436732,NULL,NULL,601.700,C30H40FN5O7,169.000,879.000,NULL,43,4,9,13,MVPXTHNDHCZYQQ-UHDJGPCESA-N,"ethyl (E)-4-[[2-[[3-methyl-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]butanoyl]amino]acetyl]amino]-5-(2-oxopyrrolidin-3-yl)pent-2-enoate;1-fluoro-4-methylbenzene",NULL,,,NULL,20191207,NULL
143460456,NULL,NULL,576.700,C30H48N4O7,149.000,634.000,NULL,41,3,8,14,ZEECVIOVTQYBGY-AXEKQOJOSA-N,"N-[(2S)-4-methoxy-1-[[2-[[(3S)-6-methoxy-4-oxohexan-3-yl]amino]-2-oxoethyl]amino]-1-oxobutan-2-yl]-5-methyl-1,2-oxazole-3-carboxamide;2-methylpropane;toluene",NULL,,,NULL,20191207,NULL
145270533,NULL,NULL,385.400,C20H23N3O5,108.000,483.000,NULL,28,1,7,8,OGCMOKSTXGJETG-UHFFFAOYSA-N,"ethane;ethyl 5-[2-[(5-phenyl-1,2-oxazole-3-carbonyl)amino]ethyl]-1,2-oxazole-3-carboxylate",NULL,,,NULL,20191207,NULL
145297173,NULL,NULL,389.400,C20H27N3O5,111.000,433.000,NULL,28,2,6,7,LHCAWEHCWSUKFB-UHFFFAOYSA-N,"benzyl 2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]acetate;N-tert-butylacetamide",NULL,,,NULL,20191207,NULL
145514762,CID 145514762,NULL,401.400,C20H23N3O6,120.000,623.000,NULL,29,2,7,9,AWPWWZYAPYJPNX-CZTOGXCSSA-N,"benzyl (2S)-2-[[2-methoxy-1-[(5-methyl-1,2-oxazole-3-carbonyl)amino]cyclopropanecarbonyl]amino]propanoate",NULL,,,NULL,20191212,NULL
145865291,CID 145865291,NULL,716.900,C35H52N6O8S,202.000,1140.000,NULL,50,7,11,19,ZFBJBSRQHSPOKY-BFVWGAKVSA-N,"benzyl (3S,4S)-5-[(2R,3S)-2-hydroxypyrrolidin-3-yl]-4-[[(2S)-4-methyl-2-[[(2S)-3-methyl-2-[[(2S)-2-[(5-methyl-1,2-oxazole-3-carbonyl)amino]propanoyl]amino]butanoyl]amino]pentanoyl]amino]-3-sulfanylpentanoate",NULL,,,NULL,20200206,NULL
